174.313;9.3318;1.50953;
174.266;9.57021;1.47423;
174.207;9.90789;1.4982;
173.98;10.0316;1.53917;
173.85;10.3358;1.53693;
173.844;10.4976;1.5025;
173.82;10.8097;1.53227;
173.643;10.934;1.54883;
173.485;11.2617;1.5031;
173.37;11.4492;1.54137;
173.299;11.6049;1.49903;
173.232;11.7665;1.5192;
173.11;12.1071;1.53097;
172.96;12.2829;1.48043;
172.821;12.6079;1.4628;
172.72;12.7688;1.47557;
172.709;13.077;1.50843;
172.59;13.19;1.4675;
172.523;13.4362;1.52427;
172.433;13.682;1.47003;
172.175;13.925;1.4662;
172.073;14.0904;1.45937;
172.034;14.2997;1.49493;
171.944;14.4664;1.4881;
171.736;14.7662;1.52247;
171.715;15.0188;1.53433;
171.534;15.274;1.4926;
171.555;15.5597;1.47027;
171.451;15.6155;1.46133;
171.325;15.928;1.5331;
171.238;16.164;1.52697;
171.028;16.4614;1.55053;
170.986;16.5346;1.5537;
170.774;16.8974;1.52377;
170.748;17.0587;1.55163;
170.623;17.3657;1.466;
170.549;17.4451;1.46867;
170.491;17.6816;1.54133;
170.364;17.9385;1.4801;
170.269;18.1926;1.53507;
170.129;18.3075;1.55013;
170.016;18.5855;1.5358;
169.774;18.8943;1.54807;
169.853;19.0342;1.48233;
169.735;19.2546;1.4779;
169.569;19.4837;1.46777;
169.391;19.8192;1.50293;
169.361;19.8909;1.5004;
169.211;20.2424;1.53057;
169.213;20.3542;1.51093;
168.931;20.613;1.475;
168.834;20.9803;1.55777;
168.76;21.0407;1.50083;
168.776;21.3334;1.5214;
168.544;21.5461;1.51737;
168.463;21.8717;1.55083;
168.439;21.9209;1.4651;
168.211;22.2241;1.53377;
168.222;22.3734;1.55163;
167.967;22.6413;1.4683;
168.029;22.9818;1.48127;
167.837;23.1678;1.49903;
167.776;23.3077;1.4836;
167.616;23.6513;1.51867;
167.525;23.831;1.50293;
167.315;23.9817;1.4633;
167.353;24.2887;1.56067;
167.148;24.5054;1.51113;
167.078;24.6861;1.4912;
166.903;24.9859;1.49407;
166.896;25.2428;1.51293;
166.802;25.3563;1.5475;
166.713;25.6174;1.46897;
166.625;25.9103;1.48024;
166.393;26.1292;1.50625;
166.41;26.2614;1.46614;
166.329;26.4698;1.41916;
166.159;26.8172;1.39632;
166.096;27.0169;1.33235;
165.869;27.2422;1.32906;
165.708;27.5112;1.24874;
165.682;27.7314;1.21737;
165.537;27.8882;1.11719;
165.555;28.1094;1.06984;
165.373;28.3006;1.09689;
165.371;28.5068;1.02129;
165.218;28.8078;0.917204;
165.148;29.0945;0.921909;
165.006;29.3215;0.857029;
164.911;29.4404;0.80698;
164.921;29.737;0.74745;
164.761;30.0357;0.750632;
164.873;30.2292;0.763333;
164.819;30.4192;0.671413;
164.847;30.711;0.694235;
164.79;30.9068;0.701436;
164.806;31.1889;0.721739;
164.765;31.466;0.654215;
164.749;31.8009;0.688415;
164.923;32.0272;0.629781;
164.924;32.2092;0.681848;
164.886;32.4171;0.652015;
164.975;32.7691;0.714581;
165.146;32.8669;0.705048;
165.235;33.2247;0.721915;
165.283;33.4077;0.713881;
165.448;33.5753;0.642048;
165.628;33.9053;0.690815;
165.78;34.0901;0.722913;
165.884;34.143;0.719868;
166.056;34.4181;0.733734;
166.165;34.674;0.706287;
166.341;34.7485;0.736736;
166.551;34.8392;0.700956;
166.904;35.1093;0.749553;
167.124;35.1342;0.728669;
167.178;35.2506;0.751876;
167.443;35.5397;0.869019;
167.764;35.5579;0.93411;
167.829;35.6728;0.950891;
168.182;35.842;0.995529;
168.415;35.903;1.01634;
168.523;35.976;1.08198;
168.792;36.152;1.14264;
169.007;36.1989;1.22045;
169.295;36.2441;1.24139;
169.463;36.4109;1.23293;
169.736;36.4989;1.3444;
